index,Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
2134,140187,ST ELIZABETH HOSPITAL,211 S THIRD ST,BELLEVILLE,IL,62220,SAINT CLAIR,6182342120,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,2,,Same as the National average,,Below the National average,,Below the National average,,Same as the National average,,Above the National average,,Same as the National average,,Below the National average,,"211 S THIRD ST
BELLEVILLE, IL 62220
(38.510748, -89.988247)"
2135,120002,MAUI MEMORIAL MEDICAL CENTER,221 MAHALANI STREET,WAILUKU,HI,96793,MAUI,8084425101,Acute Care Hospitals,Government - State,TRUE,,3,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"221 MAHALANI STREET
WAILUKU, HI 96793
(20.884455, -156.488087)"
2136,140251,COMMUNITY FIRST MEDICAL CENTER,5645 W ADDISON STREET,CHICAGO,IL,60634,COOK,7732827000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Above the National average,,Same as the National average,,Above the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"5645 W ADDISON STREET
CHICAGO, IL 60634
(41.945878, -87.767782)"
2137,131325,BINGHAM MEMORIAL HOSPITAL,98 POPLAR STREET,BLACKFOOT,ID,83221,BINGHAM,2087853804,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,4,This hospitals star rating only includes data reported on inpatient services,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"98 POPLAR STREET
BLACKFOOT, ID 83221
(43.192952, -112.347442)"
2138,110086,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,610 SPARTA ROAD,SANDERSVILLE,GA,31082,WASHINGTON,4782402100,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,3,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Below the National average,,Below the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"610 SPARTA ROAD
SANDERSVILLE, GA 31082
(32.996817, -82.805042)"
2139,140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,4440 W 95TH STREET,OAK LAWN,IL,60453,COOK,7086848000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,3,,Above the National average,,Below the National average,,Below the National average,,Same as the National average,,Above the National average,,Below the National average,,Same as the National average,,"4440 W 95TH STREET
OAK LAWN, IL 60453
(41.720316, -87.732364)"
2140,220074,"SOUTHCOAST HOSPITAL GROUP, INC",363 HIGHLAND AVENUE,FALL RIVER,MA,2720,BRISTOL,5086793131,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Above the National average,,Above the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,"363 HIGHLAND AVENUE
FALL RIVER, MA 02720
(41.710584, -71.146181)"
2141,150100,ST MARY'S MEDICAL CENTER,3700 WASHINGTON AVE,EVANSVILLE,IN,47750,VANDERBURGH,8124854000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Same as the National average,,Above the National average,,Below the National average,,Same as the National average,,Above the National average,,Above the National average,,"3700 WASHINGTON AVE
EVANSVILLE, IN 47750
(37.962408, -87.50554)"
2142,121304,KAHUKU MEDICAL CENTER,56-117 PUALALEA STREET,KAHUKU,HI,96731,HONOLULU,8082939221,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"56-117 PUALALEA STREET
KAHUKU, HI 96731
(21.677055, -157.952257)"
2143,171309,JEWELL COUNTY HOSPITAL,100 CRESTVUE AVE,MANKATO,KS,66956,JEWELL,7853783137,Critical Access Hospitals,Government - Local,TRUE,,,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"100 CRESTVUE AVE
MANKATO, KS 66956
(39.786801, -98.201309)"
2144,210045,EDWARD MCCREADY MEMORIAL HOSPITAL,201 HALL HIGHWAY,CRISFIELD,MD,21817,SOMERSET,4107269496,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,"201 HALL HIGHWAY
CRISFIELD, MD 21817
(37.996007, -75.852367)"
2145,161320,COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER,909 WEST FIRST STREET,SUMNER,IA,50674,BREMER,5635783275,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"909 WEST FIRST STREET
SUMNER, IA 50674
(42.847422, -92.109691)"
2146,170123,WESLEY MEDICAL CENTER,550 N HILLSIDE STREET,WICHITA,KS,67214,SEDGWICK,3169622000,Acute Care Hospitals,Proprietary,TRUE,,4,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,"550 N HILLSIDE STREET
WICHITA, KS 67214
(37.695489, -97.299058)"
2147,160016,TRINITY REGIONAL MEDICAL CENTER,802 KENYON RD,FORT DODGE,IA,50501,WEBSTER,5155733101,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,"802 KENYON RD
FORT DODGE, IA 50501
(42.490278, -94.191337)"
2148,161327,DAVIS COUNTY HOSPITAL,509 NORTH MADISON STREET,BLOOMFIELD,IA,52537,DAVIS,6416642145,Critical Access Hospitals,Government - Local,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"509 NORTH MADISON STREET
BLOOMFIELD, IA 52537
(40.758376, -92.415041)"
2149,161353,KOSSUTH REGIONAL HEALTH CENTER,1515 SOUTH PHILLIPS STREET,ALGONA,IA,50511,KOSSUTH,5152952451,Critical Access Hospitals,Government - Local,TRUE,,3,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,"1515 SOUTH PHILLIPS STREET
ALGONA, IA 50511
(43.057059, -94.227116)"
2150,140058,PASSAVANT AREA HOSPITAL,1600 W WALNUT ST,JACKSONVILLE,IL,62650,MORGAN,2172459551,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Below the National average,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"1600 W WALNUT ST
JACKSONVILLE, IL 62650
(39.745268, -90.259872)"
2151,190268,LAFAYETTE GENERAL SURGICAL HOSPITAL,1000 W PINHOOK RD SUITE 100,LAFAYETTE,LA,70503,LAFAYETTE,3372898095,Acute Care Hospitals,Proprietary,FALSE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"1000 W PINHOOK RD SUITE 100
LAFAYETTE, LA 70503
(30.204253, -92.013468)"
2152,161344,WASHINGTON COUNTY HOSPITAL AND CLINICS,400 EAST POLK STREET,WASHINGTON,IA,52353,WASHINGTON,3196535481,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,,3,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"400 EAST POLK STREET
WASHINGTON, IA 52353
(41.288507, -91.687341)"
2153,141315,ILLINI COMMUNITY HOSPITAL,640 W WASHINGTON,PITTSFIELD,IL,62363,PIKE,2172852113,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Same as the National average,,"640 W WASHINGTON
PITTSFIELD, IL 62363
(39.606793, -90.815085)"
2154,130066,NORTHWEST SPECIALTY HOSPITAL,1593 EAST POLSTON AVENUE,POST FALLS,ID,83854,KOOTENAI,2082622300,Acute Care Hospitals,Proprietary,FALSE,,4,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Above the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,"1593 EAST POLSTON AVENUE
POST FALLS, ID 83854
(47.7144, -116.923334)"
2155,210030,UNIVERSITY OF MD SHORE MEDICAL CTR AT CHESTERTOWN,100 BROWN STREET,CHESTERTOWN,MD,21620,KENT,4107787668,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,"100 BROWN STREET
CHESTERTOWN, MD 21620
(39.21683, -76.064527)"
2156,161381,SANFORD SHELDON MEDICAL CENTER,118 NORTH 7TH AVENUE,SHELDON,IA,51201,OBRIEN,7123245041,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,"118 NORTH 7TH AVENUE
SHELDON, IA 51201
(43.186307, -95.847268)"
2157,150177,UNITY MEDICAL AND SURGICAL HOSPITAL,4455 EDISON LAKES PKWY,MISHAWAKA,IN,46545,ST JOSEPH,5742316800,Acute Care Hospitals,Proprietary,FALSE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Above the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"4455 EDISON LAKES PKWY
MISHAWAKA, IN 46545
(41.702328, -86.177998)"
2158,161347,FLOYD COUNTY MEDICAL CENTER,800 11TH ST,CHARLES CITY,IA,50616,FLOYD,6412286830,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,,4,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"800 11TH ST
CHARLES CITY, IA 50616
(43.052667, -92.682505)"
2159,230013,DOCTORS' HOSPITAL OF MICHIGAN,461 W HURON ST,PONTIAC,MI,48341,OAKLAND,2488577200,Acute Care Hospitals,Proprietary,FALSE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"461 W HURON ST
PONTIAC, MI 48341
(42.635679, -83.309475)"
2160,190251,SURGICAL SPECIALTY CENTER OF BATON ROUGE,8080 BLUEBONNET BLVD,BATON ROUGE,LA,70810,EAST BATON ROUGE,2254088080,Acute Care Hospitals,Physician,FALSE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Below the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"8080 BLUEBONNET BLVD
BATON ROUGE, LA 70810
(30.37706, -91.099165)"
2161,141305,MEMORIAL HOSPITAL,1454 N COUNTY ROAD 2050,CARTHAGE,IL,62321,HANCOCK,2173578850,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,4,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,"1454 N COUNTY ROAD 2050
CARTHAGE, IL 62321
(40.409306, -91.111319)"
2162,173300,CHILDREN'S MERCY HOSPITAL KANSAS,5808 W 110TH STREET,OVERLAND PARK,KS,66211,JOHNSON,9132343000,Childrens,Voluntary non-profit - Private,FALSE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"5808 W 110TH STREET
OVERLAND PARK, KS 66211
(38.929326, -94.653255)"
2163,171313,KEARNY COUNTY HOSPITAL,500 THORPE STREET,LAKIN,KS,67860,KEARNY,6203557111,Critical Access Hospitals,Government - Local,FALSE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"500 THORPE STREET
LAKIN, KS 67860
(37.945994, -101.250502)"
2164,121303,MOLOKAI GENERAL HOSPITAL,280 HOME OLU PLACE,KAUNAKAKAI,HI,96748,MAUI,8085535331,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"280 HOME OLU PLACE
KAUNAKAKAI, HI 96748
(21.093776, -157.018003)"
2165,110100,JEFFERSON HOSPITAL,1067 PEACHTREE ST,LOUISVILLE,GA,30434,JEFFERSON,4786257000,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,3,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"1067 PEACHTREE ST
LOUISVILLE, GA 30434
(33.00976, -82.404384)"
2166,180002,WHITESBURG ARH HOSPITAL,240 HOSPITAL ROAD,WHITESBURG,KY,41858,LETCHER,6066333500,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,3,,Same as the National average,,Same as the National average,,Below the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,"240 HOSPITAL ROAD
WHITESBURG, KY 41858
(37.111838, -82.813504)"
2167,170176,OVERLAND PARK REG MED CTR,10500 QUIVIRA ROAD,OVERLAND PARK,KS,66215,JOHNSON,9135415000,Acute Care Hospitals,Proprietary,TRUE,,4,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,"10500 QUIVIRA ROAD
OVERLAND PARK, KS 66215
(38.937613, -94.723726)"
2168,131303,NELL J REDFIELD MEMORIAL HOSPITAL,150 NORTH 200 WEST,MALAD,ID,83252,ONEIDA,2087662231,Critical Access Hospitals,Government - Local,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"150 NORTH 200 WEST
MALAD, ID 83252
(42.189852, -112.250753)"
2169,130049,KOOTENAI HEALTH,2003 KOOTENAI HEALTH WAY,COEUR D'ALENE,ID,83814,KOOTENAI,2086254000,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,3,,Below the National average,,Above the National average,,Above the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"2003 KOOTENAI HEALTH WAY
COEUR D'ALENE, ID 83814
(47.696104, -116.792248)"
2170,110122,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727",VALDOSTA,GA,31603,LOWNDES,2293331020,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,3,,Below the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,"2501 NORTH PATTERSON STREET, PO BOX 1727
VALDOSTA, GA 31603
(30.86175, -83.288863)"
2171,140185,MEMORIAL HOSPITAL,4500 MEMORIAL DRIVE,BELLEVILLE,IL,62226,SAINT CLAIR,6182337750,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,4,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,Above the National average,,Below the National average,,Above the National average,,"4500 MEMORIAL DRIVE
BELLEVILLE, IL 62226
(38.550533, -90.021168)"
2172,161306,JONES REGIONAL MEDICAL CENTER,1795 HIGHWAY 64 EAST,ANAMOSA,IA,52205,JONES,3194626131,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"1795 HIGHWAY 64 EAST
ANAMOSA, IA 52205
(42.102756, -91.263291)"
2173,170150,SOUTH CENTRAL KS  MED CENTER,6401 PATTERSON PARKWAY,ARKANSAS CITY,KS,67005,COWLEY,6204422500,Acute Care Hospitals,Government - Local,TRUE,,3,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"6401 PATTERSON PARKWAY
ARKANSAS CITY, KS 67005
(37.132558, -97.036198)"
2174,150026,IU HEALTH GOSHEN HOSPITAL,200 HIGH PARK AVE,GOSHEN,IN,46526,ELKHART,5743641000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Below the National average,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,"200 HIGH PARK AVE
GOSHEN, IN 46526
(41.564326, -85.829995)"
2175,151323,PARKVIEW LAGRANGE HOSPITAL,207 N TOWNLINE RD,LAGRANGE,IN,46761,LAGRANGE,2604639000,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,4,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"207 N TOWNLINE RD
LAGRANGE, IN 46761
(41.645794, -85.424936)"
2176,180087,TAYLOR REGIONAL HOSPITAL,1700 OLD LEBANON ROAD,CAMPBELLSVILLE,KY,42718,TAYLOR,2704653561,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,3,,Same as the National average,,Below the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,"1700 OLD LEBANON ROAD
CAMPBELLSVILLE, KY 42718
(37.366216, -85.339179)"
2177,170203,PREMIER SURGICAL INSTITUTE,1619 K 66,GALENA,KS,66739,CHEROKEE,6207831732,Acute Care Hospitals,Government - Local,FALSE,,5,,Not Available,Results are not available for this reporting period,Above the National average,,Not Available,Results are not available for this reporting period,Above the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"1619 K 66
GALENA, KS 66739
(37.074803, -94.6558)"
2178,190160,GLENWOOD REGIONAL MEDICAL CENTER,503 MCMILLAN ROAD,WEST MONROE,LA,71291,OUACHITA,3183294600,Acute Care Hospitals,Proprietary,TRUE,,2,,Above the National average,,Below the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,"503 MCMILLAN ROAD
WEST MONROE, LA 71291
(32.513462, -92.156761)"
2179,110115,WELLSTAR ATLANTA MEDICAL CENTER,"303 PARKWAY DRIVE, NE",ATLANTA,GA,30312,FULTON,4042654000,Acute Care Hospitals,Proprietary,TRUE,,1,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,"303 PARKWAY DRIVE, NE
ATLANTA, GA 30312
(33.76327, -84.373986)"
2180,170040,UNIVERSITY OF KANSAS HOSPITAL,3901 RAINBOW BLVD,KANSAS CITY,KS,66103,WYANDOTTE,9135887332,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,3,,Above the National average,,Above the National average,,Below the National average,,Above the National average,,Above the National average,,Below the National average,,Same as the National average,,"3901 RAINBOW BLVD
KANSAS CITY, KS 66103
(39.057282, -94.611764)"
2181,170016,ST FRANCIS HEALTH CENTER INC,1700 SW 7TH STREET,TOPEKA,KS,66606,SHAWNEE,7852958000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,3,,Below the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"1700 SW 7TH STREET
TOPEKA, KS 66606
(39.056107, -95.696692)"
2182,170201,"BLUE VALLEY HOSPITAL, INC",12850 METCALF AVENUE,OVERLAND PARK,KS,66213,JOHNSON,9132202866,Acute Care Hospitals,Proprietary,FALSE,,,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"12850 METCALF AVENUE
OVERLAND PARK, KS 66213
(38.896301, -94.667876)"
2183,190297,DOCTORS HOSPITAL AT DEER CREEK LLC,815 SOUTH 10TH STREET,LEESVILLE,LA,71446,VERNON,3373925088,Acute Care Hospitals,Physician,FALSE,,3,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Below the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"815 SOUTH 10TH STREET
LEESVILLE, LA 71446
(31.135344, -93.269492)"
2184,220176,ST VINCENT HOSPITAL,123 SUMMER STREET,WORCESTER,MA,1608,WORCESTER,5083635000,Acute Care Hospitals,Proprietary,TRUE,,3,,Above the National average,,Same as the National average,,Below the National average,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,"123 SUMMER STREET
WORCESTER, MA 01608
(42.266086, -71.795505)"
2185,150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,5165 MCCARTY LN,LAFAYETTE,IN,47905,TIPPECANOE,7654488000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,"5165 MCCARTY LN
LAFAYETTE, IN 47905
(40.403027, -86.807093)"
2186,170183,KANSAS SURGERY & RECOVERY CENTER,2770 NORTH WEBB ROAD,WICHITA,KS,67226,SEDGWICK,3166340090,Acute Care Hospitals,Proprietary,FALSE,,5,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Above the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"2770 NORTH WEBB ROAD
WICHITA, KS 67226
(37.732635, -97.226255)"
2187,180139,KENTUCKY RIVER MEDICAL CENTER,540 JETT DRIVE,JACKSON,KY,41339,BREATHITT,6066666000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,2,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,"540 JETT DRIVE
JACKSON, KY 41339
(37.566469, -83.370093)"
2188,171350,RUSSELL REGIONAL HOSPITAL,200 S MAIN STREET,RUSSELL,KS,67665,RUSSELL,7854833131,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"200 S MAIN STREET
RUSSELL, KS 67665
(38.885533, -98.859813)"
2189,161365,GREATER REGIONAL MEDICAL CENTER,1700 WEST TOWNLINE ROAD,CRESTON,IA,50801,UNION,6417827091,Critical Access Hospitals,Government - Local,TRUE,,4,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Below the National average,,Above the National average,,Same as the National average,,"1700 WEST TOWNLINE ROAD
CRESTON, IA 50801
(41.071214, -94.383744)"
2190,220135,FALMOUTH HOSPITAL,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,BARNSTABLE,5085485300,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Above the National average,,Below the National average,,Below the National average,,Same as the National average,,Above the National average,,Below the National average,,Same as the National average,,"67 &amp; 100 TER HEUN DRIVE
FALMOUTH, MA 02540
(41.564962, -70.621126)"
